Kingdom,Group,SubGroup,Size (Mb)
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.81598
Bacteria,Proteobacteria,Gammaproteobacteria,4.34128
Bacteria,Proteobacteria,Gammaproteobacteria,3.80568
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.85086
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.78772
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.15295
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.43168
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.78338
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.71206
Bacteria,Proteobacteria,Gammaproteobacteria,4.87835
Bacteria,Proteobacteria,Gammaproteobacteria,4.41327
Bacteria,Proteobacteria,Betaproteobacteria,7.46596
Bacteria,Proteobacteria,Betaproteobacteria,5.07075
Bacteria,Firmicutes,Bacilli,3.20569
Bacteria,Firmicutes,Bacilli,4.06355
Bacteria,Firmicutes,Bacilli,3.27232
Bacteria,Firmicutes,Bacilli,3.31051
Bacteria,Firmicutes,Bacilli,2.96716
Bacteria,Firmicutes,Bacilli,4.09165
Bacteria,Firmicutes,Bacilli,3.39856
Bacteria,Proteobacteria,Gammaproteobacteria,4.84214
Bacteria,Proteobacteria,Alphaproteobacteria,4.14324
Bacteria,Proteobacteria,Alphaproteobacteria,3.72538
Bacteria,Proteobacteria,Gammaproteobacteria,4.50334
Bacteria,Proteobacteria,Gammaproteobacteria,5.28811
Bacteria,Proteobacteria,Gammaproteobacteria,4.65566
Bacteria,Proteobacteria,Gammaproteobacteria,4.63513
Bacteria,Proteobacteria,Gammaproteobacteria,3.58805
Bacteria,Proteobacteria,Gammaproteobacteria,3.49171
Bacteria,Proteobacteria,Gammaproteobacteria,3.83136
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.44549
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.73424
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.86299
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.85543
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.30482
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.16368
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.86565
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.55068
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.15521
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.01761
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.76332
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.48961
Bacteria,Firmicutes,Bacilli,2.90806
Bacteria,Firmicutes,Bacilli,2.32805
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.12227
Bacteria,Proteobacteria,Gammaproteobacteria,3.27594
Bacteria,Firmicutes,Clostridia,4.92957
Bacteria,Firmicutes,Clostridia,3.12356
Bacteria,Firmicutes,Clostridia,4.02484
Bacteria,Proteobacteria,Gammaproteobacteria,3.29941
Viruses,ssRNA viruses,Flaviviridae,0.010685
Viruses,ssDNA viruses,Geminiviridae,0.002755
Viruses,ssDNA viruses,Geminiviridae,0.002772
Eukaryota,Animals,Other Animals,2174.26
Eukaryota,Animals,Other Animals,2270.57
Viruses,ssRNA viruses,Alphaflexiviridae,0.007118
Bacteria,Actinobacteria,Actinobacteria,7.40511
Bacteria,Firmicutes,Erysipelotrichia,2.05288
Bacteria,Proteobacteria,Gammaproteobacteria,3.66907
Bacteria,Firmicutes,Bacilli,1.44129
Bacteria,Firmicutes,Bacilli,1.8066
Bacteria,Actinobacteria,Actinobacteria,8.51683
Eukaryota,Fungi,Other Fungi,57.0606
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.55359
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.59387
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,2.58572
Bacteria,Actinobacteria,Actinobacteria,5.89247
Bacteria,Actinobacteria,Actinobacteria,1.88465
Bacteria,Actinobacteria,Actinobacteria,1.84715
Viruses,ssRNA viruses,Arenaviridae,0.010396
Viruses,ssRNA viruses,Rhabdoviridae,0.011156
Viruses,ssRNA viruses,Coronaviridae,0.029355
Viruses,ssRNA viruses,Coronaviridae,0.028941
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007902
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.008028
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007759
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007989
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.00786
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007857
Viruses,ssRNA viruses,Alphaflexiviridae,0.007009
Bacteria,Proteobacteria,Alphaproteobacteria,3.47511
Bacteria,Proteobacteria,Alphaproteobacteria,2.78626
Bacteria,Proteobacteria,Alphaproteobacteria,2.88503
Viruses,ssRNA viruses,Alphaflexiviridae,0.006607
Viruses,Satellites,unclassified,0.001344
Viruses,ssDNA viruses,Geminiviridae,0.002745
Viruses,dsRNA viruses,unclassified,0.010357
Eukaryota,Fungi,Ascomycetes,33.8894
Eukaryota,Fungi,Ascomycetes,29.5365
Viruses,dsRNA viruses,Endornaviridae,0.01029
Viruses,dsRNA viruses,unclassified,0.003415
Bacteria,Proteobacteria,Gammaproteobacteria,4.92124
Bacteria,Proteobacteria,Gammaproteobacteria,4.10495
Bacteria,Proteobacteria,Gammaproteobacteria,4.97215
Bacteria,Proteobacteria,Gammaproteobacteria,4.45747
Bacteria,Proteobacteria,Gammaproteobacteria,4.94713
Bacteria,Proteobacteria,Gammaproteobacteria,4.31456
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.10391
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.16003
Bacteria,Proteobacteria,Betaproteobacteria,2.76203
Eukaryota,Fungi,Basidiomycetes,30.8564
Eukaryota,Fungi,Basidiomycetes,40.6998
Bacteria,Proteobacteria,Betaproteobacteria,4.92895
Viruses,ssRNA viruses,Arenaviridae,0.010387
Eukaryota,Plants,Land Plants,502.148
Eukaryota,Plants,Land Plants,4.34798
Viruses,dsRNA viruses,Chrysoviridae,0.011858
Viruses,dsRNA viruses,Partitiviridae,0.003841
Viruses,ssRNA viruses,Bromoviridae,0.008206
Eukaryota,Animals,Birds,1175.4
Eukaryota,Plants,Land Plants,706.495
Viruses,dsDNA viruses, no RNA stage,Iridoviridae,0.106332
Viruses,ssRNA viruses,Rhabdoviridae,0.010692
Viruses,dsRNA viruses,Reoviridae,0.023576
Viruses,ssRNA viruses,Betaflexiviridae,0.008601
Viruses,ssRNA viruses,Bromoviridae,0.00783
Bacteria,unclassified Bacteria,Aminicenantes,0.363946
Bacteria,unclassified Bacteria,Aminicenantes,2.40569
Bacteria,unclassified Bacteria,Aminicenantes,2.97077
Bacteria,unclassified Bacteria,Aminicenantes,0.965122
Bacteria,unclassified Bacteria,Aminicenantes,1.08214
Bacteria,unclassified Bacteria,Aminicenantes,1.85177
Bacteria,unclassified Bacteria,Aminicenantes,1.40893
Bacteria,unclassified Bacteria,Aminicenantes,2.49486
Bacteria,unclassified Bacteria,Aminicenantes,0.978461
Bacteria,unclassified Bacteria,Aminicenantes,1.13269
Bacteria,unclassified Bacteria,Aminicenantes,1.47392
Bacteria,unclassified Bacteria,Aminicenantes,1.4528
Bacteria,unclassified Bacteria,Aminicenantes,1.4692
Bacteria,unclassified Bacteria,Aminicenantes,1.92074
Bacteria,unclassified Bacteria,Aminicenantes,1.00557
Bacteria,unclassified Bacteria,Aminicenantes,1.36109
Bacteria,unclassified Bacteria,Aminicenantes,1.18446
Bacteria,unclassified Bacteria,Aminicenantes,1.83055
Bacteria,unclassified Bacteria,Aminicenantes,0.820697
Bacteria,unclassified Bacteria,Aminicenantes,0.752971
Bacteria,unclassified Bacteria,Aminicenantes,1.36557
Bacteria,unclassified Bacteria,Aminicenantes,0.475639
Bacteria,unclassified Bacteria,Aminicenantes,0.751034
Bacteria,unclassified Bacteria,Aminicenantes,1.06598
Bacteria,unclassified Bacteria,Aminicenantes,1.87556
Bacteria,unclassified Bacteria,Aminicenantes,1.18666
Bacteria,unclassified Bacteria,Aminicenantes,0.964336
Bacteria,unclassified Bacteria,Aminicenantes,0.436443
Bacteria,unclassified Bacteria,Aminicenantes,1.03813
Bacteria,unclassified Bacteria,Aminicenantes,1.34928
Bacteria,unclassified Bacteria,Aminicenantes,1.38724
Bacteria,unclassified Bacteria,Aminicenantes,0.83673
Bacteria,unclassified Bacteria,Aminicenantes,0.979257
Bacteria,unclassified Bacteria,Aminicenantes,0.444384
Bacteria,unclassified Bacteria,Aminicenantes,1.00531
Bacteria,unclassified Bacteria,Aminicenantes,0.275018
Bacteria,unclassified Bacteria,Aminicenantes,0.431713
Bacteria,Synergistetes,Synergistia,3.22321
Bacteria,Proteobacteria,Alphaproteobacteria,4.23463
Bacteria,Synergistetes,Synergistia,1.98059
Bacteria,Synergistetes,Synergistia,2.10597
Bacteria,Synergistetes,Synergistia,2.63017
Bacteria,Firmicutes,Clostridia,2.15707
Eukaryota,Fungi,Ascomycetes,54.4745
Bacteria,Proteobacteria,Alphaproteobacteria,4.31754
Bacteria,Firmicutes,Bacilli,3.8366
Bacteria,Firmicutes,Bacilli,2.56949
Eukaryota,Animals,Fishes,844.903
Eukaryota,Animals,Other Animals,166.7
Bacteria,Proteobacteria,Gammaproteobacteria,3.79953
Viruses,ssRNA viruses,Picornaviridae,0.009246
Bacteria,Actinobacteria,Actinobacteria,9.51086
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.232392
Bacteria,Actinobacteria,Actinobacteria,8.93298
Bacteria,Actinobacteria,Actinobacteria,9.81127
Bacteria,Actinobacteria,Actinobacteria,9.22345
Bacteria,Actinobacteria,Actinobacteria,10.8585
Bacteria,Actinobacteria,Actinobacteria,8.70427
Bacteria,Actinobacteria,Actinobacteria,8.53328
Bacteria,Actinobacteria,Actinobacteria,5.5513
Bacteria,Actinobacteria,Actinobacteria,9.05386
Bacteria,Actinobacteria,Actinobacteria,10.1036
Bacteria,Actinobacteria,Actinobacteria,8.98766
Bacteria,Actinobacteria,Actinobacteria,10.2862
Bacteria,Actinobacteria,Actinobacteria,7.23739
Bacteria,Actinobacteria,Actinobacteria,9.11101
Bacteria,Actinobacteria,Actinobacteria,9.44531
Bacteria,Actinobacteria,Actinobacteria,9.20242
Bacteria,Actinobacteria,Actinobacteria,8.77751
Bacteria,Actinobacteria,Actinobacteria,8.69347
Bacteria,Actinobacteria,Actinobacteria,9.83765
Bacteria,Actinobacteria,Actinobacteria,4.86349
Eukaryota,Animals,Insects,406.468
Bacteria,Cyanobacteria,Nostocales,5.88674
Bacteria,Cyanobacteria,Nostocales,7.06328
Viruses,dsDNA viruses, no RNA stage,Podoviridae,0.04175
Bacteria,Cyanobacteria,Nostocales,7.10575
Bacteria,Firmicutes,Negativicutes,3.33846
Bacteria,Firmicutes,Bacilli,4.25678
Bacteria,Synergistetes,Synergistia,2.31791
Bacteria,Synergistetes,Synergistia,2.1607
Bacteria,Proteobacteria,Gammaproteobacteria,3.80474
Bacteria,Firmicutes,Tissierellia,2.04943
Bacteria,Firmicutes,Tissierellia,1.98153
Bacteria,Firmicutes,Tissierellia,2.20668
Bacteria,Firmicutes,Tissierellia,2.03717
Bacteria,Firmicutes,Tissierellia,2.36609
Bacteria,Firmicutes,Tissierellia,1.99863
Bacteria,Firmicutes,Tissierellia,2.26594
Bacteria,Firmicutes,Tissierellia,1.79583
Bacteria,Firmicutes,Tissierellia,2.14535
Bacteria,Firmicutes,Tissierellia,1.89177
Bacteria,Firmicutes,Clostridia,2.2847
Bacteria,Firmicutes,Negativicutes,1.79885
Bacteria,Chloroflexi,Anaerolineae,4.10464
Bacteria,Chloroflexi,Anaerolineae,3.53238
Bacteria,Chloroflexi,Anaerolineae,4.66887
Bacteria,Chloroflexi,Anaerolineae,4.28158
Bacteria,Chloroflexi,Anaerolineae,3.73478
Bacteria,Chloroflexi,Anaerolineae,3.51063
Bacteria,Firmicutes,Negativicutes,3.47581
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.27799
Bacteria,Proteobacteria,delta/epsilon subdivisions,5.02933
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.54321
Bacteria,Firmicutes,Clostridia,3.1966
Bacteria,Firmicutes,Clostridia,3.28632
Bacteria,Firmicutes,Clostridia,3.60694
Bacteria,Firmicutes,Clostridia,3.54256
Bacteria,Firmicutes,Clostridia,3.62038
Bacteria,Firmicutes,Clostridia,3.71969
Bacteria,Firmicutes,Negativicutes,2.78075
Bacteria,Firmicutes,Negativicutes,2.82853
Bacteria,Firmicutes,Clostridia,3.26352
Viruses,ssRNA viruses,Tymoviridae,0.006151
Bacteria,Proteobacteria,Alphaproteobacteria,1.20681
Bacteria,Proteobacteria,Alphaproteobacteria,1.40943
Bacteria,Proteobacteria,Alphaproteobacteria,1.5709
Eukaryota,Animals,Birds,1105.05
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.158091
Viruses,unclassified viruses,unclassified,0.002231
Bacteria,Proteobacteria,Alphaproteobacteria,5.35455
Eukaryota,Animals,Roundworms,348.995
Eukaryota,Animals,Roundworms,332.876
Viruses,ssRNA viruses,Tymoviridae,0.006337
Viruses,ssRNA viruses,Tymoviridae,0.006226
Viruses,ssRNA viruses,Bunyaviridae,0.012104
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.42941
Bacteria,Proteobacteria,Betaproteobacteria,5.14901
Viruses,Satellites,unclassified,0.001379
Bacteria,Firmicutes,Bacilli,5.31386
Bacteria,Firmicutes,Bacilli,6.34899
Bacteria,Firmicutes,Bacilli,4.24767
Bacteria,Firmicutes,Bacilli,5.69382
Viruses,ssRNA viruses,Tombusviridae,0.003964
Eukaryota,Animals,Roundworms,6.2549
Eukaryota,Animals,Roundworms,0.013585
Eukaryota,Protists,Kinetoplasts,34.1038
Eukaryota,Protists,Kinetoplasts,24.2509
Eukaryota,Animals,Fishes,1018.7
Viruses,ssDNA viruses,Circoviridae,0.001378
Eukaryota,Animals,Fishes,1151.14
Viruses,dsDNA viruses, no RNA stage,Alloherpesviridae,0.248526
Viruses,ssRNA viruses,Rhabdoviridae,0.011806
Eukaryota,Animals,Roundworms,0.013916
Eukaryota,Fungi,Other Fungi,17.5349
Eukaryota,Animals,Reptiles,1799.14
Viruses,dsDNA viruses, no RNA stage,Poxviridae,0.245717
Eukaryota,Animals,Insects,170.508
Eukaryota,Animals,Insects,246.568
Eukaryota,Animals,Insects,224.29
Eukaryota,Animals,Insects,172.659
Eukaryota,Animals,Insects,202.999
Eukaryota,Animals,Insects,136.936
Eukaryota,Animals,Insects,216.308
Eukaryota,Animals,Insects,223.487
Eukaryota,Animals,Insects,183.103
Eukaryota,Animals,Insects,146.379
Eukaryota,Animals,Insects,225.224
Eukaryota,Animals,Insects,265.027
Viruses,ssDNA viruses,Parvoviridae,0.004139
Eukaryota,Animals,Insects,151.11
Eukaryota,Animals,Insects,141.894
Eukaryota,Animals,Insects,224.162
Eukaryota,Animals,Insects,288.049
Eukaryota,Animals,Insects,201.793
Viruses,dsDNA viruses, no RNA stage,Iridoviridae,0.163023
Eukaryota,Animals,Insects,98.32
Eukaryota,Animals,Insects,146.157
Eukaryota,Animals,Insects,283.829
Eukaryota,Animals,Insects,375.764
Eukaryota,Animals,Insects,225.369
Viruses,unclassified viruses,unclassified,0.005557
Eukaryota,Animals,Insects,707.712
Eukaryota,Animals,Fishes,699.326
Bacteria,Firmicutes,Bacilli,6.97598
Bacteria,Firmicutes,Bacilli,2.83235
Bacteria,Firmicutes,Bacilli,2.84675
Bacteria,Firmicutes,Bacilli,2.80367
Bacteria,Firmicutes,Bacilli,2.85866
Bacteria,Firmicutes,Bacilli,3.364
Bacteria,Firmicutes,Bacilli,2.73691
Eukaryota,Animals,Birds,1119.15
Viruses,ssRNA viruses,Iflaviridae,0.010176
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.126629
Eukaryota,Fungi,Basidiomycetes,23.3054
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.132239
Viruses,dsDNA viruses, no RNA stage,Herpesviridae,0.219474
Eukaryota,Animals,Mammals,2926.58
Eukaryota,Animals,Birds,1070.84
Eukaryota,Animals,Reptiles,1931.08
Bacteria,Cyanobacteria,Nostocales,5.85128
Bacteria,Cyanobacteria,Oscillatoriophycideae,11.5
Eukaryota,Protists,Other Protists,75.8444
Eukaryota,Protists,Other Protists,71.4025
Viruses,ssRNA viruses,Dicistroviridae,0.009812
Eukaryota,Animals,Insects,230.34
Eukaryota,Animals,Insects,230.468
Eukaryota,Animals,Insects,250.287
Viruses,dsDNA viruses, no RNA stage,unclassified,0.496396
Viruses,ssRNA viruses,Potyviridae,0.009917
Eukaryota,Animals,Other Animals,927.31
Viruses,dsDNA viruses, no RNA stage,Baculoviridae,0.123876
Eukaryota,Animals,Mammals,3758.14
Viruses,dsDNA viruses, no RNA stage,Papillomaviridae,0.007589
Viruses,ssRNA viruses,Flaviviridae,0.010116
Eukaryota,Fungi,Other Fungi,38.4676
Eukaryota,Fungi,Other Fungi,35.8408
Viruses,ssRNA viruses,Betaflexiviridae,0.007555
Viroids,Pospiviroidae,Apscaviroid,0.000306
Viroids,unclassified viroids,Apple fruit crinkle viroid,0.000371
Viruses,ssDNA viruses,Geminiviridae,0.002932
Viruses,ssRNA viruses,Betaflexiviridae,0.009266
Viruses,ssRNA viruses,Secoviridae,0.010196
Viruses,ssRNA viruses,Bromoviridae,0.008511
Viroids,Pospiviroidae,Apscaviroid,0.000329
Viruses,ssRNA viruses,Betaflexiviridae,0.006495
Viruses,ssRNA viruses,Betaflexiviridae,0.009332
Viruses,ssRNA viruses,Betaflexiviridae,0.009311
Viruses,ssRNA viruses,Betaflexiviridae,0.007494
Viruses,ssRNA viruses,Betaflexiviridae,0.007315
Eukaryota,Animals,Birds,1254.35
Eukaryota,Animals,Birds,-
Bacteria,Proteobacteria,Betaproteobacteria,5.02097
Bacteria,Proteobacteria,Alphaproteobacteria,9.22646
Bacteria,Proteobacteria,Alphaproteobacteria,4.77459
Viruses,dsRNA viruses,Reoviridae,0.023696
Bacteria,Proteobacteria,Betaproteobacteria,2.6128
Bacteria,Aquificae,Aquificae,1.59079
Eukaryota,Animals,Birds,1548.48
Eukaryota,Plants,Land Plants,726.71
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.25707
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.68799
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.24525
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.05621
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,6.20639
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.90322
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.26277
Bacteria,Proteobacteria,Betaproteobacteria,6.31958
Bacteria,Proteobacteria,Betaproteobacteria,4.71071
Eukaryota,Animals,Birds,1204.7
Eukaryota,Plants,Land Plants,221.14
Eukaryota,Plants,Land Plants,206.668
Eukaryota,Plants,Land Plants,127.419
Eukaryota,Plants,Land Plants,308.033
Viruses,ssRNA viruses,Secoviridae,0.011154
Viruses,Satellites,unclassified,0.001104
Viruses,Satellites,unclassified,0.0003
Viruses,Satellites,unclassified,0.000301
Eukaryota,Plants,Land Plants,1068.35
Eukaryota,Plants,Land Plants,1349.06
Viruses,ssRNA viruses,Rhabdoviridae,0.011918
Viruses,ssRNA viruses,Rhabdoviridae,0.011482
Bacteria,Actinobacteria,Actinobacteria,1.49026
Bacteria,Actinobacteria,Actinobacteria,2.26628
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.042271
Archaea,Euryarchaeota,Archaeoglobi,2.31629
Archaea,Euryarchaeota,Archaeoglobi,1.56342
Archaea,Euryarchaeota,Archaeoglobi,2.07693
Archaea,Euryarchaeota,Archaeoglobi,1.90194
Bacteria,Proteobacteria,delta/epsilon subdivisions,12.4894
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.94766
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.2473
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.47136
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.20135
Bacteria,Proteobacteria,delta/epsilon subdivisions,3.19224
Bacteria,Proteobacteria,delta/epsilon subdivisions,2.49688
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.68769
Bacteria,Chloroflexi,Ardenticatenia,3.56937
Viruses,ssRNA viruses,Closteroviridae,0.01608
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,5.55023
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.98975
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,4.48017
Bacteria,Proteobacteria,Gammaproteobacteria,3.16121
Bacteria,Proteobacteria,Gammaproteobacteria,2.97706
Bacteria,Proteobacteria,Gammaproteobacteria,3.11408
Bacteria,Proteobacteria,Gammaproteobacteria,3.05662
Bacteria,Proteobacteria,Gammaproteobacteria,3.09301
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,3.38485
Bacteria,Proteobacteria,Gammaproteobacteria,3.95777
Bacteria,Armatimonadetes,unclassified Armatimonadetes,1.3417
Viruses,dsRNA viruses,Totiviridae,0.00751
Viruses,ssRNA viruses,Flaviviridae,0.010815
Bacteria,Proteobacteria,Betaproteobacteria,4.72726
Viruses,ssRNA viruses,Potyviridae,0.00963
Viruses,ssRNA viruses,Secoviridae,0.010739
Bacteria,Actinobacteria,Actinobacteria,3.52527
Bacteria,Actinobacteria,Actinobacteria,3.99532
Bacteria,Proteobacteria,Gammaproteobacteria,2.95386
Bacteria,Proteobacteria,Gammaproteobacteria,3.67055
Bacteria,Proteobacteria,Gammaproteobacteria,3.74643
Bacteria,Proteobacteria,Gammaproteobacteria,4.12774
Viruses,ssDNA viruses,Circoviridae,0.001826
Viruses,ssRNA viruses,unclassified,0.004138
Bacteria,Actinobacteria,Actinobacteria,5.09978
Bacteria,Actinobacteria,Actinobacteria,2.47665
Bacteria,Actinobacteria,Actinobacteria,4.04645
Bacteria,Actinobacteria,Actinobacteria,3.91842
Bacteria,Actinobacteria,Actinobacteria,5.22665
Bacteria,Actinobacteria,Actinobacteria,4.5858
Bacteria,Actinobacteria,Actinobacteria,4.98087
Bacteria,Actinobacteria,Actinobacteria,4.34861
Bacteria,Actinobacteria,Actinobacteria,4.3199
Bacteria,Actinobacteria,Actinobacteria,4.95441
Bacteria,Actinobacteria,Actinobacteria,-
Bacteria,Actinobacteria,Actinobacteria,4.77255
Bacteria,Actinobacteria,Actinobacteria,5.13446
Bacteria,Actinobacteria,Actinobacteria,4.38962
Viruses,dsDNA viruses, no RNA stage,Siphoviridae,0.037372
Viruses,dsDNA viruses, no RNA stage,Myoviridae,0.0712
Bacteria,Actinobacteria,Actinobacteria,4.53532
Bacteria,Actinobacteria,Actinobacteria,2.92501
Bacteria,Actinobacteria,Actinobacteria,4.76517
Eukaryota,Fungi,Ascomycetes,40.0728
Eukaryota,Fungi,Ascomycetes,22.2242
Eukaryota,Fungi,Ascomycetes,0.023943
Bacteria,Cyanobacteria,Oscillatoriophycideae,6.22815
Bacteria,Cyanobacteria,Oscillatoriophycideae,6.00331
Bacteria,Cyanobacteria,Oscillatoriophycideae,6.78843
Viruses,ssDNA viruses,Parvoviridae,0.004595
Viruses,ssRNA viruses,Potyviridae,0.008287
Viruses,ssRNA viruses,Tombusviridae,0.004789
Viruses,ssRNA viruses,Bunyaviridae,0.012262
Bacteria,Proteobacteria,Alphaproteobacteria,3.52891
Bacteria,Proteobacteria,Alphaproteobacteria,3.14742
Bacteria,Proteobacteria,Alphaproteobacteria,3.42065
Bacteria,Proteobacteria,Alphaproteobacteria,3.18274
Bacteria,Actinobacteria,Actinobacteria,6.95732
Eukaryota,Animals,Roundworms,0.014281
Eukaryota,Animals,Roundworms,269.56
Viruses,ssRNA viruses,Tymoviridae,0.006175
Eukaryota,Fungi,Ascomycetes,34.2474
Eukaryota,Protists,Apicomplexans,6.14941
Eukaryota,Fungi,Ascomycetes,21.5221
Viruses,ssRNA viruses,Betaflexiviridae,0.009409
Viruses,ssRNA viruses,Potyviridae,0.009741
Viruses,ssRNA viruses,Bromoviridae,0.008654
